1 38.132 (14.8747)
2 37.7465 (15.0266)
3 35.4623 (15.9945)
4 36.2428 (15.65)
5 34.7407 (16.3267)
6 35.6497 (15.9104)
7 35.3035 (16.0664)
8 33.4744 (16.9443)
9 34.6679 (16.361)
10 34.4071 (16.485)
14 30.1689 (18.8008)
18 25.1408 (22.561)
22 25.5304 (22.2167)
28 19.6546 (28.8584)
34 15.4017 (36.8271)
