1 17.8514 (31.7734)
2 18.212 (31.1444)
3 18.5943 (30.504)
4 17.9113 (31.6672)
5 17.2601 (32.8619)
6 17.0238 (33.318)
7 19.0802 (29.7273)
8 17.3176 (32.7528)
9 17.2375 (32.9051)
10 17.1937 (32.9889)
14 16.6834 (33.998)
18 16.6421 (34.0822)
22 16.0717 (35.2918)
28 15.1036 (37.5541)
34 15.9426 (35.5776)
40 14.1364 (40.1235)
48 11.9641 (47.4084)
56 11.3207 (50.1029)
65 8.13026 (69.7642)
80 7.09321 (79.964)
