1 19.5674 (2.98401)
2 17.8215 (3.27633)
3 18.5993 (3.13932)
4 17.7314 (3.29299)
5 16.1325 (3.61935)
6 16.1597 (3.61326)
7 16.1637 (3.61237)
8 14.8704 (3.92653)
9 13.0676 (4.46825)
10 12.1684 (4.79844)
14 8.18762 (7.1314)
18 6.29099 (9.28139)
