1 13.7799 (4.23726)
2 14.0431 (4.15787)
3 13.7562 (4.24457)
4 14.1998 (4.11197)
5 13.5683 (4.30335)
6 13.9715 (4.17918)
7 12.9423 (4.51148)
8 13.2458 (4.40812)
9 12.9134 (4.40812)
10 12.1288 (4.81409)
14 8.61181 (6.78013)
18 10.1783 (5.73665)
22 8.21015 (7.11183)
28 6.99754 (8.34425)
34 5.75378 (10.148)
