1 18.7597 (6.91793)
2 17.8997 (7.25028)
3 18.6312 (6.96561)
4 16.836 (7.70836)
5 17.5451 (7.39684)
6 18.3347 (7.07826)
7 17.5062 (7.41324)
8 16.0872 (8.06715)
9 16.5974 (7.81918)
10 16.6054 (7.81543)
14 16.1323 (8.04463)
18 14.9224 (8.69684)
22 13.3742 (9.70362)
28 11.5837 (11.2035)
34 8.67905 (14.953)
40 7.0468 (18.4166)
48 6.03541 (21.5028)

